sell_form_id,sell_form_title,sell_form_cat,sell_form_type,sell_form_res_type,sell_form_def_value,sell_form_opt,sell_form_pos,sell_form_length,sell_min_value,sell_max_value,sell_form_desc,sell_form_opts_values,sell_form_field_desc,sell_form_param_id,sell_form_param_values,sell_form_parent_id,sell_form_parent_value,sell_form_unit,sell_form_options
4136,Region,89291,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4137,Region,89296,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4138,Region,89293,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4140,Taktowanie rdzenia [MHz],4313,1,2,0,8,10,4,230.00,2000.00,,,Komputery: karty graficzne,7154,,0,0,,0
4141,Tematyka,89276,4,2,0,8,0,2,0.00,19.00," -- Wybierz -- |Historia miast, regionów|Jednostki, armie, formacje wojskowe|Konspiracja, partyzanci|Militaria, sprzęt, pojazdy|Mundury, zbroje, odznaki|Organizacje, związki, ruchy|Powstania narodowe, powstańcy|Rycerstwo, szlachta|Władcy, dowódcy, wybitne postaci|Wielkie wojny, kampanie, bitwy|Życie codzienne, obyczaje|Tajemnice, zagadki historii|Sport|Pozostałe|Lotnictwo|Marynistyka, marynarka wojenna|Polityka, gospodarka",0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|18|19,Tematyka [Książki/Naukowe.../Historia Polski,7216,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|18|19,0,0,,0
4142,Region,89289,4,2,0,8,0,1,0.00,6.00, -- Wybierz -- |Egipt|Grecja|Rzym|Bliski i Daleki Wschód|Pozostałe,0|1|2|3|4|6,Region [Książki/Naukowe.../Historia/Starożytność,7217,0|1|2|3|4|6,0,0,,0
4143,Epoka,89275,4,2,0,8,5,1,0.00,5.00, -- Wybierz -- |Archeologia pradziejowa|Archeologia średniowieczna|Archeologia nowożytna|Opracowania przekrojowe|Archeologia starożytna,0|1|2|3|4|5,Książki [Naukowe.../Archeologia],7218,0|1|2|3|4|5,0,0,,0
4144,Rodzaj tła,90105,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |fotograficzne|strukturalne,0|1|2,Zwierzęta>Akwarystyka,7233,0|1|2,0,0,,0
4145,Rodzaj zwierząt,5336,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |słodkowodne|morskie,0|1|2,Zwierzęta>Akwarystyka>Zwierzęta akwariowe,7234,0|1|2,0,0,,0
4146,Rodzaj żwirku,90051,4,2,0,8,0,1,0.00,4.00, -- Wybierz -- |bentonitowy|drewniany|silikonowy|inny,0|1|2|3|4,Zwierzęta > Dla kotów >Żwirki,7235,0|1|2|3|4,0,0,,0
4147,Kształt,28047,4,2,0,8,0,1,0.00,5.00, -- Wybierz -- |prostokątne|profilowane|narożne|kula|inny kształt,0|1|2|3|4|5,"DiO> Zwierzęta Akwaria, zestawy",7253,0|1|2|3|4|5,0,0,,0
4148,Kształt,28048,4,2,0,8,0,1,0.00,5.00, -- Wybierz -- |prostokątne|profilowane|narożne|kula|inny kształt,0|1|2|3|4|5,"DiO> Zwierzęta Akwaria, zestawy",7253,0|1|2|3|4|5,0,0,,0
4149,Wiek zwierzęcia,90060,4,2,0,8,0,1,0.00,3.00, -- Wybierz -- |szczenięta i młode psy|psy dorosłe|psy starsze,0|1|2|3,DiO>Zwierzęta Dla psa karma,7256,0|1|2|3,0,0,,0
4150,Wiek zwierzęcia,90039,4,2,0,8,0,1,0.00,3.00, -- Wybierz -- |kocięta i młode koty|koty dorosłe|koty starsze,0|1|2|3,DiO>Zwierzęta Dla kota karma,7257,0|1|2|3,0,0,,0
4151,Karmy specjalne,90060,4,2,0,8,1,1,0.00,3.00, -- Wybierz -- |dla psów z nadwagą|dla psów wrażliwych|dla psów aktywnych,0|1|2|3,DiO>Zwierzęta Dla psa karma,7258,0|1|2|3,0,0,,0
4152,Wielkość psa,90060,4,2,0,8,0,1,0.00,4.00, -- Wybierz -- |rasy małe (<10 kg)|rasy średnie (10-25 kg)|rasy duże (26 - 45 kg)|rasy olbrzymie (>45 kg),0|1|2|3|4,DiO>Zwierzęta Dla psa karma,7259,0|1|2|3|4,0,0,,0
4153,Karmy specjalne,90039,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |dla kotów z nadwagą|dla kotów wybrednych|odkłaczające|nie dotyczy,0|1|2|3|4,DiO>Zwierzęta Dla kota karma,7260,0|1|2|3|4,0,0,,0
4154,Data wydania,26115,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4155,Data wydania,26118,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4156,Data wydania,26119,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4157,Data wydania,26120,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4158,Data wydania,26121,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4159,Data wydania,26123,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4160,Data wydania,26137,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4161,Data wydania,26124,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4162,Data wydania,26126,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4163,Data wydania,26127,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4164,Data wydania,26129,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4165,Data wydania,26130,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4166,Data wydania,26136,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4167,Data wydania,26125,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4168,Data wydania,26113,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4169,Data wydania,26122,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4170,Data wydania,26133,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4171,Data wydania,26116,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4172,Data wydania,26117,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4173,Data wydania,26132,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4174,Data wydania,26114,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4175,Data wydania,26134,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4176,Data wydania,26135,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4177,Data wydania,26128,1,2,0,8,0,4,1801.00,1950.00,,,antykwariat,6088,,0,0,,0
4178,Rodzaj karty SD,16242,4,2,0,8,3,1,0.00,4.00, -- Wybierz -- |SD|miniSD|SDHC|SDXC,0|1|2|3|4,"SD, miniSD, SDHC, SDXC",7273,0|1|2|3|4,0,0,,0
4179,Tematyka,90328,4,2,0,8,5,2,0.00,22.00," -- Wybierz -- |Techniki programowania|.NET|Asembler|C|C#|C++|C++ Builder|Delphi|J2EE|Java|JavaScript|JBuilder|Perl|PHP|Python|Ruby|Pascal, Turbo Pascal|UML|Visual Basic|Visual C#|Visual C++|Pozostałe",0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,Tematyka [Książki/Informatyka/Programowanie...],7274,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22,0,0,,0
4180,Stabilizacja mechaniczna,50590,4,2,0,8,15,1,0.00,2.00, -- Wybierz -- |Stabilizacja|Brak stabilizacji,0|1|2,Aparaty i obiektywy,7293,0|1|2,0,0,,0
4181,Rok produkcji,78213,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4182,Rok produkcji,78178,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4183,Rok produkcji,78180,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4184,Rok produkcji,78181,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4185,Rok produkcji,78179,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4186,Rok produkcji,78177,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4187,Rok produkcji,78208,1,2,0,1,0,4,1900.00,2100.00,,,,1,,0,0,,0
4192,Uszkodzony,78208,4,2,0,1,3,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4193,Uszkodzony,78180,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4194,Uszkodzony,78213,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4195,Uszkodzony,78177,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4196,Uszkodzony,78179,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4197,Uszkodzony,78181,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4198,Uszkodzony,78178,4,2,0,1,4,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
4199,Przebieg (h),78179,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4200,Przebieg (h),78177,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4201,Przebieg (h),78178,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4202,Przebieg (h),78180,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4203,Przebieg (h),78181,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4204,Przebieg (h),78208,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4205,Moc użyteczna (kW),78213,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4206,Moc użyteczna (kW),78179,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4207,Moc użyteczna (kW),78178,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4208,Moc użyteczna (kW),78180,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4209,Moc użyteczna (kW),78181,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4210,Moc użyteczna (kW),78177,1,2,0,8,3,7,0.00,1000000.00,,,Maszyny budowlane,7115,,0,0,,0
4212,Pojemność dysku (GB),62998,3,3,0,8,30,6,0.00,100000.00,,,dyski twarde w kategorii Komputery,82,,0,0,,0
4213,Pamięć RAM (MB),62998,1,2,0,8,25,5,0.00,99999.00,,,komputery,135,,0,0,,0
4214,Wyposażenie,78208,6,2,0,8,5,3,0.00,127.00,2 WD|4 WD|Kabina|Radio|Klimatyzacja|Wyjścia hydrauliczne|Siedzenie pneumatyczne,1|2|4|8|16|32|64,ciągniki,7354,1|2|4|8|16|32|64,0,0,,0
4215,Długość,91193,4,2,0,8,3,1,0.00,4.00, -- Wybierz -- |Długie bez zapiętka|Do kolan|Do łydki|Długie z zapiętkiem,0|1|2|3|4,Legginsy damskie,4187,0|1|2|3|4,0,0,,0
4216,Typ,91193,4,2,0,8,4,1,0.00,3.00, -- Wybierz -- |Imitacja dżinsu|Imitacja skóry|Klasyczne,0|1|2|3,Legginsy damskie,4188,0|1|2|3,0,0,,0
4217,Marka,531,4,2,0,8,1,2,0.00,71.00, -- Wybierz -- |Adidas|Aldo|Asos|Atmosphere|Badura|Bata|Bershka|Caprice|CCC|Christian Louboutin|Clarks|Crocs|Dr. Martens|Ecco|Ed Hardy|Eksbut|Emu|Geox|Gino Rossi|Guess|H&M|Inblu|Karino|Kazar|Krimen|Lacoste|Lemar|Maciejka|McArthur|Merrell|Nessi|New Look|Next|Nike|Nine West|Prima Moda|Puma|Reebok|Rieker|River Island|Roxy|Ryłko|Scholl|Stradivarius|Tamaris|Timberland|Tommy Hilfiger|Ugg|Venezia|Wojas|Zara|Inna marka|Converse|Irregular Choice|Asics|Kappa|New Balance|Pepe Jeans|Lemigo|Vans|Bonprix|Wittchen|Hunter|Heavy Duty|Skechers|Ochnik|Havaianas|Diesel|Mosquito|Mel,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|68|69|70|71,obuwie,7108,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|68|69|70|71,0,0,,0
4219,Przedział wiekowy,66781,6,2,0,8,5,2,0.00,31.00,dla najmłodszych (0-2 lata)|dla przedszkolaków (3-5 lat)|dla dzieci z klas I-III (6-9 lat)|dla dzieci z klas IV-VI (10-12 lat)|dla młodzieży (13-18 lat),1|2|4|8|16,Przedział wiekowy/Książki dla dzieci i młodzieży,7453,1|2|4|8|16,0,0,,0
4220,Autor,91438,6,2,0,8,0,2,0.00,15.00,Andersen Hans Christian|Grimm Jakob i Wilhelm|Perrault Charles|Inny autor,1|2|4|8,Autor/Książki dla dzieci.../Klasyka baśni,7454,1|2|4|8,0,0,,0
4221,Autor,91434,6,2,0,8,0,4,0.00,4095.00,Brzechwa Jan|Chotomska Wanda|Fredro Aleksander|Janczarski Czesław|Kern Ludwik Jerzy|Konopnicka Maria|Krasicki Ignacy|Mickiewicz Adam|Tuwim Julian|La Fontaine Jean|Inny autor|Antologia,1|2|4|8|16|32|64|128|256|512|1024|2048,Autor/Książki dla dzieci.../Klasyka bajek i wierszy,7455,1|2|4|8|16|32|64|128|256|512|1024|2048,0,0,,0
4222,Autor,66791,4,2,0,8,0,2,0.00,19.00, -- Wybierz -- |Burnett Frances Hodgson|Fiedler Arkady|Kipling Rudyard|Lindgren Astrid|Lofting Hugh|Makuszyński Kornel|May Karol|Meyer Stephenie|Milne Alan Alexander|Montgomery Lucy Maud|Musierowicz Małgorzata|Nienacki Zbigniew|Niziurski Edmund|Rowling Joanne Murray|Szklarski Alfred|Twain Mark|Verne Juliusz|Wernic Wiesław|Inny autor,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,"Autor/Książki dla dzieci.../Beltrystyka, powieści",7473,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,0,0,,0
4226,Przekątna ekranu [cale],62998,3,3,0,8,40,0,0.00,0.00,,,Komputery: tablety,7131,,0,0,,0
4227,Bohater,89527,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4228,Bohater,89516,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4229,Bohater,89528,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4230,Bohater,89525,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4231,Bohater,89511,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4232,Bohater,89313,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4233,Bohater,89508,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4234,Bohater,89510,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4235,Bohater,89681,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4236,Bohater,89529,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4237,Bohater,89517,4,2,0,8,10,3,0.00,123.00, -- Wybierz -- |Bakugan|Barbie|Ben|Bob Budowniczy|Cars|Dora|Hannah Montana|Hello Kitty|Kubuś Puchatek|My Little Pony|Myszka Miki|Princess|Scooby Doo|Snoopy|Spiderman|Tomek i Przyjaciele|Monster High|Batman|Świnka Peppa,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,DLA DZIECI:Odzież,7514,0|5|8|10|20|30|35|40|50|60|70|80|85|90|100|110|120|121|122|123,0,0,,0
4238,Fason,89681,4,2,0,8,9,2,0.00,70.00, -- Wybierz -- |Alladynki|Biodrówki|Bojówki|Dzwony|Ogrodniczki|Rurki|Inny fason,0|10|20|30|40|50|60|70,DLA DZIECI:Odzież,7529,0|10|20|30|40|50|60|70,0,0,,0
4239,Procesor,62998,4,2,0,8,10,3,0.00,106.00, -- Wybierz -- |AMD Athlon|AMD Geode|Intel Atom|Intel Celeron|Intel Core 2 Duo|Intel Pentium Dual-Core|Inny|AMD C|AMD E|AMD E1|AMD E2|AMD G|AMD Z,0|10|20|30|40|50|60|100|101|102|103|104|105|106,[Komputery: Netbooki],7555,0|10|20|30|40|50|60|100|101|102|103|104|105|106,0,0,,0
4240,Przedział wiekowy,91481,6,2,0,8,0,2,0.00,31.00,dla najmłodszych (0-2 lata)|dla przedszkolaków (3-5 lat)|dla dzieci z klas I-III (6-9 lat)|dla dzieci z klas IV-VI (10-12 lat)|dla młodzieży (13-18 lat),1|2|4|8|16,Przedział wiekowy/Książki dla dzieci i młodzieży,7453,1|2|4|8|16,0,0,,0
4256,Rok wydania (xxxx),91459,1,2,0,8,2,4,1400.00,2099.00,,,Rok wydania czasopism,74,,0,0,,0
4257,Okładka,91459,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4258,Okładka,79420,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4259,Okładka,79193,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4260,Okładka,66794,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4261,Okładka,79455,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4262,Okładka,79153,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4263,Okładka,66820,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|twarda|miękka z obwolutą|twarda z obwolutą,0|1|2|3|4,Twardość okładki w książkach,75,0|1|2|3|4,0,0,,0
4265,Oryginał / Replika,12041,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |oryginał|replika,0|1|2,opisuje oryginalność (autentyczność) przedmiotu,4712,0|1|2,0,0,,0
4266,Oryginał / Replika,9200,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |oryginał|replika,0|1|2,opisuje oryginalność (autentyczność) przedmiotu,4712,0|1|2,0,0,,0
4267,Oryginał / Replika,3741,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |oryginał|replika,0|1|2,opisuje oryginalność (autentyczność) przedmiotu,4712,0|1|2,0,0,,0
4268,Zakres,93101,6,2,0,8,6,6,0.00,524287.00,ogólnie kraj|ogólnie parki narodowe|ogólnie zabytki|woj. mazowieckie|woj. podlaskie|woj. warmińsko-mazurskie|woj. pomorskie|woj. zachodniopomorskie|woj. kujawsko-pomorskie|woj. wielkopolskie|woj. lubuskie|woj. dolnośląskie|woj. opolskie|woj. śląskie|woj. małopolskie|woj. podkarpackie|woj. świętokrzyskie|woj. łódzkie|woj. lubelskie,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144,Książki / Mapy... / Polska,5027,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144,0,0,,0
4269,Zakres,93113,6,2,0,8,0,6,0.00,524287.00,ogólnie kraj|ogólnie parki narodowe|ogólnie zabytki|woj. mazowieckie|woj. podlaskie|woj. warmińsko-mazurskie|woj. pomorskie|woj. zachodniopomorskie|woj. kujawsko-pomorskie|woj. wielkopolskie|woj. lubuskie|woj. dolnośląskie|woj. opolskie|woj. śląskie|woj. małopolskie|woj. podkarpackie|woj. świętokrzyskie|woj. łódzkie|woj. lubelskie,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144,Książki / Mapy... / Polska,5027,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144,0,0,,0
4278,Okładka,66781,4,2,0,8,1,1,0.00,4.00, -- Wybierz -- |miękka|miękka z obwolutą|twarda|twarda z obwolutą,0|1|2|3|4,Twardość okładki Ksiażki dla dzieci,7773,0|1|2|3|4,0,0,,0
4279,Rok emisji,81,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4280,Rok emisji,79,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4281,Rok emisji,414,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4282,Rok emisji,84,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4283,Rok emisji,83,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4284,Rok emisji,412,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
4285,Rok emisji,82,1,2,0,8,0,4,1840.00,2050.00,,,dla filatelistyki,7914,,0,0,,0
